,Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Hematoxylin OD mean,Nucleus: Hematoxylin OD sum,Nucleus: Hematoxylin OD std dev,Nucleus: Hematoxylin OD max,Nucleus: Hematoxylin OD min,Nucleus: Hematoxylin OD range,Nucleus: Eosin OD mean,Nucleus: Eosin OD sum,Nucleus: Eosin OD std dev,Nucleus: Eosin OD max,Nucleus: Eosin OD min,Nucleus: Eosin OD range
372594,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a58abc50-5fea-4883-9b8e-1ed379f2b45a,Cell,,,Annotation,Polygon,9861.6,11176.0,39.25,26.6204,0.696,8.9227,6.8459,0.6424,0.7929,127.6571,0.1141,1.0239,0.4256,0.5983,0.6409,103.1894,0.0999,0.9397,0.3698,0.5699
372623,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e119f2da-1a79-4f72-873b-0b7a62df530d,Cell,,,Annotation,Polygon,9831.1,11189.4,42.25,29.4105,0.6138,12.1019,5.7219,0.8929,0.7744,135.516,0.1836,1.1087,0.1886,0.9201,0.5755,100.712,0.212,1.0381,0.0268,1.0113
372625,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,204b0674-36e7-41dc-9ac4-632ff63917d9,Cell,,,Annotation,Polygon,9510.9,11190.7,53.0,34.9767,0.5444,14.61,5.4764,0.951,0.8379,180.1474,0.2077,1.3125,0.2411,1.0714,0.7387,158.8187,0.1576,1.1536,0.2324,0.9213
372626,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b2f9ac4e-628c-48e9-b4bf-4ee84df3722c,Cell,,,Annotation,Polygon,9520.4,11190.3,42.75,27.5147,0.7096,10.556,5.6622,0.8735,0.8858,155.0225,0.1489,1.2451,0.4594,0.7857,0.7121,124.6248,0.1881,1.0825,0.2091,0.8735
372664,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a848589d-cc9a-4207-89d5-979099b5fba1,Cell,,,Annotation,Polygon,9880.2,11212.3,74.75,37.8666,0.6551,15.4734,7.5814,0.8706,0.8692,265.1009,0.1528,1.2035,0.3296,0.8739,0.7389,225.3678,0.131,1.0532,0.2586,0.7946
372678,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,01790e8f-1708-4df3-93b5-a60997cb074c,Cell,,,Annotation,Polygon,9896.4,11217.4,54.25,38.2407,0.4662,16.8238,5.0324,0.9669,0.9277,204.1017,0.174,1.2966,0.4817,0.8148,0.7748,170.454,0.1123,1.0927,0.4712,0.6214
372697,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3cef1c2b-3c34-4e14-9644-26351cc2ebf1,Cell,,,Annotation,Polygon,9503.1,11225.5,40.75,27.3185,0.6862,9.5746,6.5549,0.7189,0.7688,127.6129,0.1712,1.1559,0.1618,0.9941,0.7122,118.2258,0.1945,1.0838,0.1865,0.8973
372708,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f34ea23d-64d0-4e51-860b-89a20689dc16,Cell,,,Annotation,Polygon,9905.4,11229.1,65.25,35.3877,0.6548,12.2072,8.1811,0.7607,0.7914,209.7112,0.1811,1.1986,0.3454,0.8532,0.6975,184.8271,0.1575,1.0259,-0.1003,1.1262
372731,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a3424dde-6c07-4433-9194-a43b35233054,Cell,,,Annotation,Polygon,9518.1,11238.6,52.75,34.6658,0.5516,12.2232,7.3477,0.8286,0.9416,203.3912,0.1271,1.2364,0.4746,0.7617,0.7811,168.7085,0.151,1.1212,0.1711,0.9501
372771,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ea2023fe-edc6-4563-84f0-1c7a2b227f3f,Cell,,,Annotation,Polygon,9522.4,11255.5,38.75,23.7942,0.8601,9.4584,5.1646,0.8294,0.7581,119.0237,0.1584,1.1577,0.3264,0.8314,0.7674,120.4792,0.1021,0.9993,0.3592,0.6401
372841,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,85f32b71-8fe7-407e-be71-5c8605d8b623,Cell,,,Annotation,Polygon,9194.1,11293.5,45.0,29.0979,0.6679,9.6159,7.1604,0.7237,0.8806,161.1521,0.2153,1.4468,0.3178,1.1291,0.6923,126.6908,0.1701,1.0935,0.2092,0.8843
372996,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ea7d6646-890a-4e76-aab1-18a11e519470,Cell,,,Annotation,Polygon,9271.4,11360.4,56.5,29.0592,0.8408,10.7493,7.706,0.6949,0.9056,210.1084,0.1468,1.2558,0.4612,0.7946,0.8263,191.6982,0.107,1.1413,0.4603,0.6809
373021,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3cb9fc20-a3f4-4509-b647-06d18e0cfef3,Cell,,,Annotation,Polygon,9204.1,11371.3,50.5,36.7039,0.4711,16.2436,4.5815,0.9673,0.8505,172.6588,0.2158,1.4815,0.1567,1.3248,0.5852,118.7856,0.2279,1.091,-0.1306,1.2216
373083,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,6f58016f-e8c7-45a9-988b-3aeb56c17edc,Cell,,,Annotation,Polygon,9283.9,11397.3,74.0,38.3535,0.6322,12.7797,9.5382,0.6028,0.8554,253.1936,0.2411,1.3483,0.1056,1.2426,0.7278,215.431,0.1733,1.0338,-0.0987,1.1325
373121,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,6324e3c7-50e7-41c3-9946-5f4dfd6da788,Cell,,,Annotation,Polygon,9233.8,11410.2,49.25,33.7618,0.543,13.4477,6.6477,0.9059,0.755,151.7532,0.2124,1.1413,0.2404,0.9009,0.6659,133.8452,0.1493,1.0257,0.0454,0.9803
373130,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,136c717c-dfcf-4bf2-ab19-5c9fae81b22d,Cell,,,Annotation,Polygon,9483.1,11411.5,41.0,27.1496,0.699,10.3922,6.0645,0.8433,0.7904,133.5733,0.199,1.1987,0.2506,0.9481,0.7388,124.8506,0.1216,0.9901,0.3921,0.5981
373151,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f41b6c6b-234c-4096-8f4e-9fbc71203650,Cell,,,Annotation,Polygon,9503.9,11437.5,42.25,27.045,0.7259,10.8471,5.0673,0.8867,0.7729,133.711,0.1934,1.1188,0.2994,0.8194,0.7096,122.763,0.1725,1.2386,0.2262,1.0124
373184,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,7c33d14e-c9c0-4a2e-99dc-0770c71672cb,Cell,,,Annotation,Polygon,9522.0,11453.9,48.0,28.8829,0.723,10.6116,6.8313,0.7711,0.7773,153.1203,0.1515,1.129,0.3197,0.8092,0.7432,146.4129,0.1414,1.1218,0.2424,0.8794
373257,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,916c94f2-4a07-4a08-9a5c-b5ea138aa461,Cell,,,Annotation,Polygon,10000.1,10601.0,59.5,32.576,0.7046,12.135,8.0,0.6915,0.7727,186.2203,0.1652,1.1712,0.3823,0.7889,0.7856,189.3182,0.1394,1.1137,0.2243,0.8895
373465,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3d340f75-ef1b-4d4a-b0d7-de0c24e3a22b,Cell,,,Annotation,Polygon,10495.5,10673.6,41.25,27.7063,0.6753,11.0229,5.1093,0.9062,0.7547,126.0345,0.174,1.2341,0.368,0.8661,0.6746,112.6562,0.126,0.9799,0.3186,0.6613
373485,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1c803e8c-9fff-4445-aa6e-14a92870ee59,Cell,,,Annotation,Polygon,10650.3,10677.1,40.25,25.4903,0.7784,9.6275,5.94,0.7656,0.7786,129.2464,0.1762,1.1243,0.3206,0.8037,0.7538,125.1362,0.1121,1.1331,0.4789,0.6542
373548,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,4a493f07-e83c-416a-9643-27e40d14c351,Cell,,,Annotation,Polygon,10665.3,10700.0,39.0,27.3241,0.6564,9.1575,6.5171,0.755,0.7536,120.5809,0.1623,1.1703,0.3799,0.7904,0.7868,125.8928,0.176,1.1638,0.2206,0.9432
373585,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,d0349953-8f99-41bf-9ac6-9cd6905f1007,Cell,,,Annotation,Polygon,10713.2,10712.6,45.5,27.6167,0.7497,10.8387,6.0375,0.8563,0.7976,147.5582,0.1419,1.0901,0.323,0.7671,0.7432,137.4922,0.1144,0.9565,0.3838,0.5727
373629,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0d12d21f-c59c-4526-9172-c0f184e70d72,Cell,,,Annotation,Polygon,10926.6,10727.2,47.75,29.4941,0.6898,10.2231,6.8603,0.7933,0.7607,149.8485,0.1965,1.1152,0.2015,0.9137,0.6779,133.5412,0.1743,1.0602,0.2338,0.8265
373638,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e5c47f08-7348-429b-842c-39ca5a700740,Cell,,,Annotation,Polygon,10999.4,10732.2,52.75,39.0033,0.4357,12.0796,8.6043,0.6856,0.7834,169.2081,0.176,1.2305,0.4131,0.8174,0.5955,128.6194,0.179,0.9105,-0.1283,1.0388
373656,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,92c3fa01-ec0f-4379-b837-310aa5adacb6,Cell,,,Annotation,Polygon,10725.6,10740.1,72.5,39.9319,0.5714,16.8334,6.5823,0.9271,0.7532,222.1987,0.1624,1.1027,0.275,0.8276,0.7123,210.1214,0.1123,1.0263,0.3483,0.678
373676,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,994c433a-ccb1-43df-b566-027f9c536ee3,Cell,,,Annotation,Polygon,10704.6,10748.7,46.75,30.7484,0.6214,11.0514,7.6634,0.7005,0.7631,141.9417,0.2313,1.2352,0.0948,1.1404,0.682,126.8525,0.1992,1.2062,0.0297,1.1764
373795,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ac3dcd3b-2e78-4366-97e3-5d960a049cf7,Cell,,,Annotation,Polygon,10715.0,10803.4,50.5,27.9829,0.8104,9.4741,7.3621,0.6846,0.7725,159.9025,0.1571,1.1671,0.3169,0.8502,0.7795,161.3505,0.1137,1.0187,0.3284,0.6903
373812,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0b2e0fde-8530-410d-bc95-d53fdc715bd8,Cell,,,Annotation,Polygon,10721.7,10813.2,65.75,33.6604,0.7292,13.9008,7.3765,0.8507,0.7987,212.4623,0.2418,1.2805,0.2197,1.0608,0.6688,177.9032,0.1328,0.9936,0.0792,0.9144
373890,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,10360ae8-a679-4613-9c3e-dd079549bfac,Cell,,,Annotation,Polygon,10007.5,10846.9,53.0,28.1184,0.8424,10.8735,6.6901,0.7747,0.9407,202.261,0.1528,1.3703,0.4436,0.9266,0.7125,153.1865,0.2079,1.1228,0.125,0.9978
373896,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a0dc4541-56e6-49de-96d5-cf56a8967976,Cell,,,Annotation,Polygon,9997.3,10852.4,70.0,40.4695,0.5371,14.9251,8.2905,0.8615,0.8338,238.4528,0.164,1.3849,0.3089,1.0761,0.6704,191.7246,0.2294,1.1145,-0.115,1.2295
373904,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b7ec734c-c28d-4b3a-a34a-074b5b336aa7,Cell,,,Annotation,Polygon,10826.8,10855.0,62.0,34.6457,0.6491,14.5912,5.9051,0.925,0.8145,204.4271,0.1424,1.3265,0.4199,0.9066,0.6609,165.8905,0.1822,1.015,-0.0146,1.0296
373905,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,33df61e7-fb9d-4180-ac7d-dd65c49f8f17,Cell,,,Annotation,Polygon,10836.0,10856.0,53.25,28.3515,0.8325,9.4316,7.8968,0.5208,0.8513,183.8832,0.1338,1.0945,0.3811,0.7134,0.7457,161.0707,0.1212,0.958,0.2637,0.6943
373942,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,aa1f8fbf-8e47-4cb6-9a4b-8c321bd596b8,Cell,,,Annotation,Polygon,10812.5,10870.0,56.5,33.2372,0.6427,10.8821,7.5313,0.8057,0.7837,177.901,0.1834,1.1615,0.3713,0.7901,0.6051,137.356,0.2392,0.9819,-0.2966,1.2785
373965,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,31a04d6a-d953-4896-a9b6-e6cfb2d97269,Cell,,,Annotation,Polygon,10783.5,10876.1,49.0,32.7222,0.5751,9.6087,8.1862,0.5672,0.7514,150.2872,0.1836,1.1452,0.205,0.9403,0.6032,120.63,0.1965,0.959,0.0219,0.9371
374001,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0b284083-543b-4bca-837c-c8674fb56d64,Cell,,,Annotation,Polygon,10000.9,10891.5,46.75,28.5155,0.7225,9.452,7.2786,0.6457,0.7693,149.2407,0.1768,1.0801,0.331,0.7491,0.6579,127.6372,0.1181,1.0042,0.3966,0.6076
374139,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,973c7e9a-0ba9-4c8c-8a4a-0375a86b7459,Cell,,,Annotation,Polygon,10926.5,10990.7,60.25,41.9543,0.4301,15.1584,7.3343,0.8983,0.761,189.4897,0.2244,1.1671,0.1823,0.9848,0.6086,151.5508,0.221,1.1075,-0.0343,1.1418
374278,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1f51074e-ca95-4cf9-b31e-204a170f4d77,Cell,,,Annotation,Polygon,10022.0,11114.3,66.5,43.9142,0.4333,19.0006,5.4459,0.971,0.766,206.0667,0.2725,1.2766,0.0821,1.1945,0.7177,193.0584,0.1699,1.0773,0.1883,0.889
374351,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f218d630-9ad9-409a-9943-d3e6c441df94,Cell,,,Annotation,Polygon,10918.7,11148.1,76.5,33.7838,0.8423,11.5363,8.949,0.641,0.8027,249.6358,0.2119,1.2241,0.1679,1.0562,0.677,210.5414,0.201,1.1436,0.0358,1.1078
374433,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,48720ab6-a3ed-46ba-8614-e0d7d835fd19,Cell,,,Annotation,Polygon,10577.9,11198.9,52.5,30.9458,0.6889,12.0431,6.4293,0.8667,0.795,171.7104,0.2028,1.217,0.2692,0.9479,0.6708,144.8945,0.1858,1.0949,0.0809,1.0139
374465,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,07aff4aa-e8bd-40b6-b450-8dd6d837d479,Cell,,,Annotation,Polygon,10013.1,11217.6,42.75,29.6023,0.613,10.063,7.4155,0.7772,0.7618,131.0283,0.1904,1.2059,0.2286,0.9774,0.6347,109.1674,0.1851,0.9543,0.0654,0.8889
374562,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b3d34d14-9b51-41d6-9d95-8981037c2b94,Cell,,,Annotation,Polygon,10266.6,11266.4,47.0,30.1493,0.6498,12.5373,5.7972,0.9045,0.7543,144.828,0.1867,1.1477,0.2304,0.9173,0.6858,131.6779,0.1177,0.9108,0.193,0.7179
374590,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,2b43042c-aa33-4001-b963-9cacafe2a828,Cell,,,Annotation,Polygon,10222.6,11276.3,56.75,33.5011,0.6354,13.121,6.8326,0.8658,0.8459,191.1721,0.1502,1.3028,0.4542,0.8486,0.7636,172.5839,0.1137,1.1418,0.3921,0.7497
374618,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,47a7d333-6cbc-4b9a-a262-41bbf2d3394a,Cell,,,Annotation,Polygon,10238.4,11287.5,40.25,25.837,0.7577,9.4021,6.2925,0.774,0.7636,125.9886,0.1776,1.2059,0.3203,0.8856,0.6861,113.2146,0.2311,1.1303,0.118,1.0123
374634,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ff2bcdac-b7f4-466c-97e5-e61a7233ca48,Cell,,,Annotation,Polygon,10136.0,11294.1,46.25,31.9764,0.5684,11.8526,6.9545,0.8383,0.8021,152.3968,0.2324,1.3981,0.174,1.224,0.7351,139.6725,0.1675,1.0733,0.1987,0.8746
374691,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8ddfd87c-1d5f-4734-8847-e91adeb13f7f,Cell,,,Annotation,Polygon,10201.9,11318.4,40.75,31.9692,0.501,10.7323,7.7882,0.7727,0.7795,131.7417,0.1275,1.0508,0.326,0.7248,0.7349,124.2021,0.0976,1.011,0.3139,0.6971
374703,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,d0c386f3-2f66-41f2-9f5f-02bb6de3fccc,Cell,,,Annotation,Polygon,10190.4,11322.3,57.5,31.3374,0.7358,11.352,8.3251,0.7278,0.8461,197.9861,0.1473,1.2866,0.4298,0.8568,0.7773,181.896,0.1188,1.1055,0.4235,0.682
374824,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,25d25276-c4a5-4aab-8e29-8277801870c7,Cell,,,Annotation,Polygon,10436.6,11387.7,45.25,39.303,0.3681,17.4777,4.0612,0.9796,0.9229,172.5894,0.2028,1.5009,0.4184,1.0825,0.765,143.0624,0.1737,1.1082,0.2761,0.8322
374837,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a6938b16-99fa-4813-858d-af3761059ae0,Cell,,,Annotation,Polygon,10424.5,11393.3,67.5,50.8558,0.328,16.2502,8.2049,0.8656,0.9608,261.3344,0.1955,1.52,0.2196,1.3003,0.7416,201.7204,0.2316,1.1671,0.0447,1.1224
374865,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8b31df31-2cdc-4c5e-95e3-5cd3aab60b5e,Cell,,,Annotation,Polygon,10929.7,11401.9,67.5,34.5985,0.7086,12.6533,6.5771,0.8522,0.8706,235.9204,0.1806,1.3001,0.3455,0.9546,0.8103,219.5921,0.1665,1.114,0.2663,0.8478
374937,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3f1a7478-1a57-4384-b076-b7dc11fd96bc,Cell,,,Annotation,Polygon,10415.7,11447.6,48.5,29.6042,0.6954,10.3149,7.5696,0.6282,0.9426,187.5682,0.2493,1.591,0.047,1.544,0.7527,149.79,0.2504,1.3974,0.0133,1.384
374970,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,9186adf2-3f0c-4f01-84da-246c0c06db9a,Cell,,,Annotation,Polygon,11983.8,10565.1,40.5,26.2374,0.7393,9.3153,6.1001,0.8362,0.7647,129.2325,0.1561,1.1072,0.23,0.8772,0.7369,124.5337,0.1029,1.0812,0.4326,0.6487
375001,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,fb377f8d-a18a-4c3c-b1b9-2f7436a2bd57,Cell,,,Annotation,Polygon,11093.5,10584.9,40.5,32.7229,0.4753,11.2182,7.1693,0.8555,0.7513,126.211,0.1339,1.1072,0.4141,0.6931,0.7505,126.0829,0.1048,0.9743,0.4508,0.5235
375014,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3d6b24c5-9b29-44ce-9011-23bfc8d2b965,Cell,,,Annotation,Polygon,11101.7,10592.0,65.5,35.1255,0.6671,13.7972,7.3876,0.857,0.9067,243.9151,0.1566,1.3449,0.3788,0.9662,0.7965,214.2671,0.1091,1.018,0.4896,0.5284
375028,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,d55a8b43-efa2-4474-bd4c-cd48165065a9,Cell,,,Annotation,Polygon,11169.3,10598.4,68.0,38.0058,0.5916,13.6244,8.5065,0.8468,0.7752,211.619,0.1718,1.1843,0.2411,0.9432,0.7468,203.8661,0.1085,1.0639,0.496,0.5679
375033,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,24d00cba-39fe-41d6-a0f0-942bf0dff58d,Cell,,,Annotation,Polygon,11147.6,10601.1,46.25,27.0825,0.7924,9.1706,7.7089,0.5959,0.7796,147.3507,0.171,1.1096,0.3938,0.7158,0.7375,139.3855,0.1443,1.0537,0.1803,0.8734
375207,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8808c2f9-0134-47c3-81b2-fa4a194e48a9,Cell,,,Annotation,Polygon,11419.5,10658.7,38.75,24.9083,0.7849,9.4683,5.922,0.7893,0.7679,119.021,0.1612,1.1425,0.3759,0.7665,0.7264,112.5958,0.1373,1.024,0.33,0.6939
375219,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,9648fb1d-8138-4a54-a00a-1e850e1dae1c,Cell,,,Annotation,Polygon,11409.9,10665.4,58.75,33.2583,0.6674,13.3279,6.2933,0.9059,0.9148,215.8997,0.1793,1.5494,0.3875,1.1618,0.7622,179.8847,0.2017,1.0214,-0.1152,1.1367
375229,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,c2a26803-931b-4fdd-b0cc-8522108419af,Cell,,,Annotation,Polygon,11439.0,10666.9,38.5,28.9593,0.5769,9.9395,6.7836,0.7595,0.7501,120.0214,0.1905,1.2968,0.3544,0.9424,0.6826,109.211,0.1273,1.0598,0.321,0.7388
375242,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,31c0a66a-5715-44fb-a958-506e9c3c7222,Cell,,,Annotation,Polygon,11397.9,10669.4,57.25,35.5313,0.5699,11.8684,6.9029,0.8093,0.8204,191.1562,0.2727,1.4304,0.2263,1.2041,0.7151,166.6157,0.2052,1.0708,0.0989,0.9719
375268,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ecfda661-b1f3-4dad-855a-d85e702f7620,Cell,,,Annotation,Polygon,10978.9,10676.5,49.5,33.0141,0.5707,10.6499,7.6311,0.7774,0.8118,163.1683,0.1288,1.1694,0.4717,0.6977,0.7592,152.6015,0.092,0.959,0.4544,0.5046
375289,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1843c84e-a1c5-4f68-b9ec-1396866ba187,Cell,,,Annotation,Polygon,11444.3,10678.9,53.0,41.1934,0.3925,17.569,4.623,0.9751,0.7536,162.0264,0.1777,1.1404,0.2634,0.877,0.7295,156.843,0.0948,0.9829,0.37,0.6129
375295,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3d1f6967-4f34-45f8-8ecf-d9185739b38a,Cell,,,Annotation,Polygon,11078.6,10681.0,39.5,29.557,0.5682,10.8204,6.0955,0.8787,0.7709,122.5689,0.2056,1.1772,0.2888,0.8885,0.6788,107.9349,0.1607,1.0335,0.129,0.9045
375495,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,76fc32c6-18e1-4c54-9d25-88b8be7b6cbb,Cell,,,Annotation,Polygon,11059.7,10737.4,58.75,33.8552,0.6441,13.1523,6.4592,0.8949,0.7692,180.7544,0.2049,1.254,0.2848,0.9692,0.6259,147.0967,0.1353,0.9783,0.221,0.7573
375712,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3caf224d-f110-40f6-bebf-08cab2033b38,Cell,,,Annotation,Polygon,11833.7,10800.7,49.5,34.4453,0.5243,12.2216,7.1763,0.8559,0.8361,167.2105,0.1897,1.2162,0.2254,0.9909,0.7692,153.8323,0.135,1.0292,0.2578,0.7714
375720,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3dac1eb2-3a44-4239-bb89-620993eebf2b,Cell,,,Annotation,Polygon,11824.0,10802.3,45.5,26.917,0.7892,9.2861,7.3295,0.5906,0.7688,143.7619,0.1319,1.0922,0.407,0.6852,0.7691,143.8214,0.0848,0.9402,0.4818,0.4585
375755,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b61a201f-f37b-4787-85f5-8709972ccd4c,Cell,,,Annotation,Polygon,11841.0,10811.9,69.25,38.0597,0.6008,14.4858,8.0063,0.7958,0.7697,214.7391,0.1474,1.1921,0.3762,0.8158,0.7509,209.5056,0.1204,1.0532,0.3207,0.7325
376120,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a86db615-9fbe-47cb-9b90-2e749f602219,Cell,,,Annotation,Polygon,11188.3,10932.0,48.75,29.8121,0.6893,9.5613,7.6084,0.5958,0.8118,163.1647,0.2084,1.2867,0.2613,1.0254,0.7261,145.9526,0.1864,1.124,0.184,0.94
376348,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e0743345-f95a-421b-b08c-7f8fe301f4eb,Cell,,,Annotation,Polygon,11866.1,11010.6,53.25,38.9341,0.4414,14.2874,6.3341,0.9317,0.7824,173.7029,0.2451,1.3001,0.1794,1.1207,0.7128,158.2436,0.2106,1.1674,-0.0008,1.1682
