,Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Hematoxylin OD mean,Nucleus: Hematoxylin OD sum,Nucleus: Hematoxylin OD std dev,Nucleus: Hematoxylin OD max,Nucleus: Hematoxylin OD min,Nucleus: Hematoxylin OD range,Nucleus: Eosin OD mean,Nucleus: Eosin OD sum,Nucleus: Eosin OD std dev,Nucleus: Eosin OD max,Nucleus: Eosin OD min,Nucleus: Eosin OD range
222197,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1e3dba32-ead2-45e6-8d60-d45383ef51ed,Cell,,,Annotation,Polygon,5424.4,7646.9,43.5,30.4159,0.5909,13.0585,4.6176,0.945,0.9536,169.7327,0.1999,1.334,0.2645,1.0695,0.6403,113.9758,0.2177,1.0598,0.065,0.9948
222272,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,22bdda4b-f312-430f-82eb-1cb64495f3c6,Cell,,,Annotation,Polygon,5201.0,7665.5,40.75,24.872,0.8278,9.4935,5.9547,0.7818,0.7734,127.6129,0.1796,1.2867,0.3041,0.9827,0.6626,109.329,0.1805,1.0172,-0.0862,1.1035
222288,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,92cf5a42-4c89-4353-916a-6948d598066a,Cell,,,Annotation,Polygon,5804.2,7666.2,60.75,37.4534,0.5442,13.8977,6.7625,0.9098,0.7967,194.4007,0.1672,1.2113,0.366,0.8453,0.5883,143.5569,0.1636,0.8395,0.0112,0.8282
222301,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,c7c45941-138a-47de-9fbe-2ee4aaa801dc,Cell,,,Annotation,Polygon,5290.4,7668.7,48.0,29.7441,0.6818,11.5139,6.8198,0.8186,0.8476,165.2748,0.2091,1.3603,0.3038,1.0565,0.6854,133.6604,0.1689,1.0036,0.0066,0.997
222310,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,78a5883b-fb09-4e3c-80df-7bd76f01ff7e,Cell,,,Annotation,Polygon,5789.6,7672.8,46.75,26.9873,0.8066,9.5782,6.3612,0.7693,0.8419,157.43,0.1371,1.1524,0.2162,0.9363,0.6774,126.6786,0.1213,0.942,0.1711,0.7709
222311,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ec3a26fb-6825-45ec-bc13-ba0a73ef1809,Cell,,,Annotation,Polygon,5922.5,7672.2,52.5,35.6156,0.5201,15.1753,5.1683,0.9494,0.8355,180.4691,0.2,1.3215,0.3326,0.9889,0.648,139.9578,0.1759,0.9924,0.111,0.8815
222316,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,0152750b-f5de-4423-87b9-37305d2cd7a3,Cell,,,Annotation,Polygon,4972.0,7675.2,43.5,31.0053,0.5686,11.1202,7.2878,0.6246,0.7836,137.1286,0.2265,1.6465,0.1344,1.5121,0.7337,128.3948,0.147,1.1857,-0.0222,1.2079
222327,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f7f2ddd0-8ab0-4e17-b511-12ee758f0dfa,Cell,,,Annotation,Polygon,5206.3,7678.6,39.75,26.6517,0.7032,10.4993,5.6569,0.8684,0.82,132.8423,0.1781,1.1193,0.1752,0.9442,0.6913,111.9871,0.1971,0.97,0.177,0.7931
222332,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,3f3ee7cf-cce9-4b45-adce-01253f5e2887,Cell,,,Annotation,Polygon,4999.2,7677.6,43.5,26.4169,0.7833,9.4685,6.0327,0.8143,0.7838,138.7261,0.1712,1.3003,0.3184,0.9819,0.7065,125.055,0.1524,1.0021,0.2294,0.7727
222344,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f9bcff37-ecb8-4f6c-91ff-2d22b25fbd3b,Cell,,,Annotation,Polygon,4948.7,7680.1,54.0,35.1929,0.5479,10.6154,7.5371,0.7061,0.8182,179.1765,0.2007,1.4968,0.2784,1.2184,0.7666,167.8936,0.1288,1.0435,0.2814,0.762
222353,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,d1c98e54-b03a-42c3-96e1-2041fed37a49,Cell,,,Annotation,Polygon,5150.2,7678.0,40.25,26.4397,0.7235,10.3509,5.1363,0.856,0.7546,122.9945,0.1568,1.0679,0.3047,0.7632,0.681,110.9956,0.1086,0.9242,0.3429,0.5814
222366,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,4ace7d71-422c-49f2-9dd0-cf79b3f20f4f,Cell,,,Annotation,Polygon,5856.2,7684.4,49.75,33.1243,0.5698,11.7597,7.4094,0.8461,0.7906,158.9021,0.1543,1.2018,0.2752,0.9265,0.6985,140.3941,0.1149,0.9426,0.282,0.6606
222374,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,88f23cff-446c-41c0-8f06-f9bf6539dba8,Cell,,,Annotation,Polygon,5008.9,7682.0,48.25,28.0359,0.7714,10.576,5.9246,0.8278,0.8847,174.2856,0.1683,1.3123,0.4175,0.8948,0.6443,126.9298,0.1931,0.9589,-0.1296,1.0885
222391,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f4d3b0ed-0d1c-419e-94d5-c8ebf050bf2a,Cell,,,Annotation,Polygon,5184.5,7687.1,42.25,28.9361,0.6341,10.4123,6.3249,0.7835,0.8406,142.0674,0.1815,1.271,0.2624,1.0085,0.6429,108.6506,0.1487,0.9664,0.0392,0.9272
222421,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e59356fa-8d3b-4157-93f6-f87b80d14978,Cell,,,Annotation,Polygon,5459.8,7689.8,48.5,29.0961,0.7199,11.8024,5.7333,0.8895,0.7845,155.3285,0.2759,1.371,-0.0561,1.4271,0.5936,117.5311,0.1855,1.0613,-0.0907,1.152
222445,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,14d7af69-9804-4bc9-8738-31b0a308fac7,Cell,,,Annotation,Polygon,5036.4,7696.1,42.25,31.9487,0.5202,13.8024,4.4762,0.9572,0.8624,150.9247,0.1457,1.0888,0.419,0.6698,0.6747,118.0763,0.102,0.9164,0.3176,0.5988
222448,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8cbd2be4-310d-45ad-915d-a31c1bd20e70,Cell,,,Annotation,Polygon,5278.3,7703.0,50.0,31.4774,0.6341,13.0734,5.07,0.9323,0.7903,160.4339,0.1601,1.1585,0.3047,0.8538,0.683,138.646,0.1039,0.9304,0.2687,0.6617
222469,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,ad1a9ed1-715b-4a29-8618-86a7bc74ebc3,Cell,,,Annotation,Polygon,5254.5,7701.2,38.5,25.5744,0.7397,9.6141,5.705,0.8387,0.8134,125.2684,0.2451,1.3034,0.1067,1.1968,0.6545,100.7939,0.1769,1.1167,0.1331,0.9836
222482,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5d08e1e3-4236-4052-8c75-ac4b87d30c7b,Cell,,,Annotation,Polygon,5133.0,7704.7,57.75,32.6526,0.6807,12.6966,7.5473,0.8469,0.7678,180.4432,0.212,1.2379,0.2085,1.0294,0.676,158.8608,0.1236,0.9476,0.3352,0.6124
222573,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,684b837d-dfee-483f-b846-7f15945103dc,Cell,,,Annotation,Polygon,5340.5,7733.6,42.0,23.5084,0.955,8.5355,6.2757,0.6769,0.8186,138.3465,0.1799,1.1639,0.2882,0.8757,0.6956,117.5592,0.105,0.9819,0.3841,0.5977
222581,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,11d0bdfb-1acb-4f03-b968-7795e5a7dd21,Cell,,,Annotation,Polygon,5702.9,7739.6,42.25,29.8719,0.595,11.7763,5.2161,0.9173,0.8242,141.7612,0.1677,1.5208,0.3341,1.1867,0.709,121.9452,0.1452,1.0317,0.0698,0.9619
222655,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,02d395d8-a0ad-4905-b553-0f5f8862400e,Cell,,,Annotation,Polygon,6155.8,6850.9,45.5,29.867,0.641,11.746,6.3165,0.7905,0.7748,141.7858,0.2573,1.3641,0.0875,1.2767,0.8084,147.9332,0.1527,1.178,0.3588,0.8192
222713,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,6e4813cc-6fc6-4058-9145-64cf5ba3771c,Cell,,,Annotation,Polygon,6037.2,6877.2,40.75,27.3081,0.6867,10.3813,5.8007,0.8136,0.7571,127.9445,0.1465,1.0373,0.2821,0.7551,0.781,131.9943,0.0671,0.943,0.5799,0.3631
222771,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e43af652-77f6-4625-a827-aecfa6a6cc04,Cell,,,Annotation,Polygon,6011.9,6904.6,75.75,40.0676,0.5929,15.7851,8.9159,0.8141,0.7523,233.2003,0.1957,1.2557,0.2209,1.0349,0.7349,227.82,0.0949,0.9594,0.3825,0.5769
222810,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,fdee2125-eecc-4512-94ff-c6d5b01f3d55,Cell,,,Annotation,Polygon,6684.1,6920.5,52.75,34.9241,0.5435,12.3512,6.9294,0.8523,0.8095,170.7947,0.2426,1.2859,0.1666,1.1192,0.6451,136.1124,0.1711,1.0386,0.2131,0.8256
222910,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f093337f-802c-4294-a215-107d235f1284,Cell,,,Annotation,Polygon,6544.1,6951.0,64.75,32.9082,0.7513,12.2177,8.4634,0.683,0.8493,225.0727,0.1538,1.2174,0.4838,0.7335,0.6873,182.1341,0.1055,0.9524,0.2662,0.6862
222950,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,dcf1d7d9-9706-4ee4-8ead-dfb6f5f6e93b,Cell,,,Annotation,Polygon,6564.7,6962.2,45.75,30.848,0.6042,10.9216,6.9829,0.6958,0.8355,155.4065,0.1021,1.0611,0.5282,0.533,0.7505,139.5908,0.0728,0.9292,0.4509,0.4783
222956,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f39f637b-e68d-4b6b-9d2a-3ead6dfc8de0,Cell,,,Annotation,Polygon,6594.0,6963.2,38.5,24.989,0.7748,9.5939,5.388,0.8554,0.8824,136.776,0.1869,1.3033,0.4833,0.82,0.7348,113.8952,0.1219,1.01,0.4111,0.5989
222972,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,c430549b-ecf9-4984-8140-29b010f76c8a,Cell,,,Annotation,Polygon,6506.2,6967.6,71.75,39.4557,0.5792,11.7348,9.6016,0.5104,0.7766,222.8978,0.1635,1.1841,0.2749,0.9092,0.6261,179.6846,0.1297,0.8411,0.0071,0.834
222973,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,9f0be5ab-6cba-4cfe-915c-36999e2b3d15,Cell,,,Annotation,Polygon,6550.3,6966.2,52.0,32.6348,0.6136,11.3242,6.8922,0.8489,0.9247,195.1202,0.1383,1.2195,0.5126,0.707,0.6906,145.7116,0.098,0.9389,0.4632,0.4756
222980,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,f1a96502-adcf-4185-ab36-08fff27ea728,Cell,,,Annotation,Polygon,6601.0,6970.8,72.5,37.863,0.6355,12.2512,9.9019,0.4252,0.8204,237.9108,0.1673,1.2056,0.3615,0.8441,0.818,237.232,0.0902,1.0761,0.4954,0.5808
222989,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,c61cb955-779a-47f9-b7d1-14673e7e4ee4,Cell,,,Annotation,Polygon,6562.3,6972.6,57.25,34.5473,0.6028,14.4769,6.4604,0.9148,0.8501,197.2273,0.1504,1.1821,0.4374,0.7447,0.726,168.4413,0.0998,0.9915,0.4205,0.571
222999,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,66e25802-ea04-41a5-b162-3ef351053098,Cell,,,Annotation,Polygon,6653.9,6976.4,49.25,29.3608,0.7179,10.9404,6.3417,0.8576,0.8373,164.952,0.1736,1.1861,0.3498,0.8363,0.7299,143.7901,0.1741,0.9957,0.2994,0.6964
223010,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,06238df9-33ba-43b8-9468-8eb69a24a7b8,Cell,,,Annotation,Polygon,6899.9,6976.0,52.0,27.4346,0.8682,10.5057,6.1833,0.8044,0.953,198.2137,0.1883,1.3378,0.3705,0.9673,0.7166,149.0431,0.2114,1.0496,0.0839,0.9656
223013,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e5c212dd-c8eb-4c5c-9791-2c8353ce63e4,Cell,,,Annotation,Polygon,6552.1,6976.4,40.0,25.0307,0.8023,9.7449,5.3284,0.8443,0.9137,148.9256,0.1559,1.1761,0.4548,0.7213,0.6591,107.4312,0.1281,0.9345,0.2441,0.6905
223014,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,a01d2218-83b3-4a62-8a5b-dd0ad41cd6c9,Cell,,,Annotation,Polygon,6619.8,6977.0,52.25,30.1401,0.7228,11.4581,6.4113,0.841,0.8614,180.8854,0.1762,1.145,0.4153,0.7297,0.8556,179.6687,0.0787,1.1172,0.6581,0.4591
223019,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,9183a780-cd36-436b-be55-fd778a750f6b,Cell,,,Annotation,Polygon,6583.8,6980.5,78.25,38.504,0.6633,13.9145,9.054,0.811,0.9385,290.9445,0.1542,1.2974,0.4803,0.817,0.7819,242.403,0.1237,1.1159,0.3996,0.7162
223021,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,b5ff00f4-abf2-4a01-b5a8-2950d13fe2f3,Cell,,,Annotation,Polygon,6609.0,6978.7,44.25,28.8545,0.6679,9.8464,7.1981,0.6589,0.8879,159.8136,0.118,1.1537,0.6244,0.5293,0.8369,150.6415,0.0863,1.0274,0.5831,0.4443
223034,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8af9c868-5780-48ff-b06c-38889df82876,Cell,,,Annotation,Polygon,6545.4,6982.2,45.5,27.0868,0.7793,11.0003,5.695,0.8799,0.7687,142.2182,0.2004,1.2977,0.1933,1.1044,0.6659,123.1965,0.1423,0.972,0.1989,0.7731
223091,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,41fc4b0e-d095-46cf-bc3f-35e985415b3c,Cell,,,Annotation,Polygon,6599.3,6999.5,68.5,38.601,0.5777,12.3651,9.7445,0.6107,0.8312,230.2335,0.1719,1.2657,0.3303,0.9354,0.8287,229.549,0.1112,1.0777,0.5191,0.5586
223138,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,31df7cf0-a3d2-436e-bf3f-903b45d80d16,Cell,,,Annotation,Polygon,6614.1,7011.3,48.5,31.9804,0.5959,10.483,7.5667,0.6527,0.8455,166.5719,0.1823,1.2301,0.4002,0.8298,0.8083,159.2361,0.1435,1.1415,0.4603,0.6811
223139,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,413d99a4-90d7-44b0-bef8-4d0a728ca21e,Cell,,,Annotation,Polygon,6559.6,7010.8,45.5,27.6805,0.7462,10.6712,6.7452,0.7556,0.9036,163.5583,0.1193,1.2571,0.6275,0.6296,0.6968,126.1161,0.0998,0.9111,0.415,0.4961
223161,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,45b04a4e-7d31-49c8-aa72-8b4fb49ad169,Cell,,,Annotation,Polygon,6577.1,7018.3,42.5,28.9406,0.6377,9.7807,7.1538,0.7875,0.7864,135.2626,0.2033,1.1394,0.3711,0.7683,0.7558,129.9968,0.1018,0.9977,0.4932,0.5046
223189,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,daaa162a-23b9-460c-b571-c94321ab97c7,Cell,,,Annotation,Polygon,6626.5,7027.8,39.25,25.3072,0.7701,9.7189,6.0687,0.7846,0.8286,134.2397,0.1998,1.2385,0.1968,1.0416,0.779,126.1988,0.1382,1.0809,0.3597,0.7212
223191,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,2ba8c970-22a1-4ac7-90e3-96ffe7f63a01,Cell,,,Annotation,Polygon,6561.9,7027.9,38.75,24.2701,0.8267,8.7492,6.3418,0.6806,0.8007,124.9033,0.1612,1.2602,0.4089,0.8513,0.7112,110.9495,0.1249,0.9722,0.3974,0.5748
223328,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,448bc01a-256d-4940-b967-af1fda5dcde4,Cell,,,Annotation,Polygon,6160.0,7113.4,44.25,29.3688,0.6447,11.4026,5.477,0.9004,0.8489,153.6468,0.1825,1.1874,0.3764,0.8111,0.7367,133.3446,0.1209,0.9813,0.3379,0.6434
223379,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,acbbe307-99ae-4d04-9e72-76bac74c4cde,Cell,,,Annotation,Polygon,6143.3,7136.3,39.0,28.6557,0.5968,10.1113,6.5788,0.568,0.7574,119.6617,0.1993,1.332,0.1233,1.2087,0.7419,117.2188,0.1159,1.0143,0.319,0.6953
223390,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5946d0e4-ff6b-46ac-8a7f-566bf1d6fc11,Cell,,,Annotation,Polygon,6002.4,7143.1,77.5,41.1801,0.5743,16.7516,7.5999,0.8968,0.7592,239.155,0.1748,1.1433,0.2272,0.9161,0.5933,186.8924,0.1711,0.8881,-0.0536,0.9417
223400,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e12f4002-fb42-45d8-89d9-cab92785d72b,Cell,,,Annotation,Polygon,5943.7,7149.2,50.25,27.3687,0.843,9.803,6.9207,0.724,0.7614,154.5653,0.1536,1.2239,0.3502,0.8737,0.6604,134.0522,0.1708,1.01,0.1026,0.9074
223470,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1923679c-725d-4fc2-ad62-e54fb124a417,Cell,,,Annotation,Polygon,5944.9,7221.7,65.25,42.6466,0.4508,15.3435,7.355,0.9049,0.8587,225.8316,0.2252,1.3495,0.1584,1.1911,0.5761,151.5258,0.2705,1.0274,-0.4122,1.4396
223478,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5b6c6f23-b21b-498e-9090-5b4472242c71,Cell,,,Annotation,Polygon,5938.7,7234.9,47.5,29.841,0.6703,10.258,7.37,0.7209,0.773,149.1952,0.1907,1.1695,0.3074,0.8621,0.7295,140.7989,0.1295,1.0928,0.3137,0.7791
223491,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,e7db0f99-db0d-47e1-a996-21c71fd3494c,Cell,,,Annotation,Polygon,5992.0,7240.3,57.25,29.7261,0.8142,10.652,6.5744,0.7984,0.8204,189.5206,0.1434,1.1154,0.4009,0.7145,0.678,156.6153,0.1815,0.9177,0.1532,0.7645
223531,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,2a1e4d31-0ea1-4241-9d4c-ec3159d69168,Cell,,,Annotation,Polygon,6125.1,7258.2,68.25,40.8603,0.5137,11.558,10.0555,0.3551,0.8521,235.1708,0.2034,1.2601,0.2104,1.0497,0.7057,194.7722,0.1308,0.9994,0.1333,0.8661
223546,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,78b1be32-7e22-40d0-a62e-6d067d31376b,Cell,,,Annotation,Polygon,6076.2,7259.6,58.75,31.0284,0.7668,11.7764,7.4216,0.7825,0.785,188.4037,0.1988,1.2565,0.3489,0.9076,0.6685,160.44,0.1821,0.9489,-0.0025,0.9514
223579,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,d3fcf032-63fc-46a5-bc35-6fc0e4f42847,Cell,,,Annotation,Polygon,6449.5,7268.3,59.0,35.342,0.5936,15.1672,5.5723,0.9403,0.8047,194.7303,0.1527,1.2002,0.208,0.9922,0.6565,158.8833,0.141,0.9661,0.1672,0.7988
223606,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,4dd5c2d5-0214-4e0f-a4ba-3ceed179a0bd,Cell,,,Annotation,Polygon,6150.4,7269.2,72.25,37.6891,0.6392,14.1616,7.6758,0.8653,0.8267,238.902,0.2111,1.4345,0.3188,1.1157,0.7561,218.5111,0.1593,1.1999,0.1777,1.0222
223638,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,efcb3a83-adfe-49eb-85fa-d4e8782bccac,Cell,,,Annotation,Polygon,6342.9,7271.1,41.5,26.3818,0.7493,10.7028,5.2729,0.8837,0.757,128.6868,0.2147,1.3356,0.2739,1.0617,0.6784,115.3212,0.148,0.9503,0.2696,0.6806
223647,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,73f2ef87-d624-4f65-a55d-fbad01c6d10e,Cell,,,Annotation,Polygon,6030.5,7272.2,43.0,27.2028,0.7302,10.3594,6.2682,0.8076,0.7919,136.9932,0.1432,1.0527,0.2928,0.7599,0.7729,133.715,0.0802,0.9653,0.5048,0.4605
223657,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,1509869a-d6b7-429b-a51a-2c8f667cc86d,Cell,,,Annotation,Polygon,6183.7,7275.8,45.75,30.2316,0.629,10.7836,7.4087,0.6297,0.8292,153.402,0.2065,1.3029,0.2101,1.0927,0.8266,152.9136,0.1535,1.1622,0.4663,0.6958
223705,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5d7bf72f-63de-4da5-8a52-778a8042c40d,Cell,,,Annotation,Polygon,6151.2,7281.2,39.5,25.5364,0.7612,8.8649,6.829,0.663,0.7754,124.832,0.1704,1.3003,0.3589,0.9414,0.8165,131.4585,0.131,1.0873,0.416,0.6714
223726,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,35a8c685-dbee-4002-b392-2d7b71614399,Cell,,,Annotation,Polygon,6089.6,7281.5,39.0,27.5486,0.6458,10.0937,6.5839,0.7752,0.826,132.158,0.1168,1.0934,0.4827,0.6108,0.738,118.0781,0.1073,0.9763,0.3692,0.6071
223727,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,02c3bfa7-f0de-428b-aa1a-0ea02f9270ad,Cell,,,Annotation,Polygon,6382.3,7282.3,39.5,27.9181,0.6368,10.8122,5.3906,0.8809,0.7555,121.6315,0.1801,1.1493,0.3842,0.765,0.8805,141.7545,0.1333,1.2139,0.5355,0.6784
223763,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8d63f80d-4651-4751-b00a-1a239c7cc9b8,Cell,,,Annotation,Polygon,6168.9,7290.9,62.0,38.48,0.5262,14.6708,8.0671,0.8591,0.9176,231.2273,0.2037,1.2657,0.3257,0.9399,0.8254,207.9938,0.1175,1.0852,0.5185,0.5666
223775,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,06855619-6bbc-4507-a75d-ef99aa3ad469,Cell,,,Annotation,Polygon,6082.6,7288.8,74.0,35.8586,0.7232,13.0236,8.8414,0.7334,0.9215,278.308,0.1536,1.2729,0.4516,0.8213,0.7412,223.8566,0.1323,0.9884,0.3566,0.6318
223776,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,8683ca00-0bb0-4182-88d4-453d96b260ab,Cell,,,Annotation,Polygon,6403.6,7290.1,40.75,32.4172,0.4873,10.9752,7.6036,0.6652,0.8027,134.8464,0.1667,1.0841,0.3545,0.7295,0.9261,155.5825,0.0908,1.1698,0.6447,0.5251
223804,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,25fa26b5-bc0e-4a0b-aca2-b6fbb6603326,Cell,,,Annotation,Polygon,6385.6,7293.2,52.75,30.5963,0.7081,11.5933,5.8793,0.862,0.7503,163.5686,0.2978,1.1121,-0.2618,1.3739,0.8624,188.0018,0.1073,1.1487,0.5497,0.599
223841,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,5929ccf9-0716-4946-ac90-d9b2e8aa1035,Cell,,,Annotation,Polygon,5941.0,7295.3,53.25,33.1765,0.608,10.9135,8.5395,0.6491,0.8118,176.1535,0.2183,1.2793,0.1908,1.0884,0.7349,159.4713,0.1461,1.2297,0.362,0.8677
223951,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,948adf77-af98-4200-9f60-de294f04d39f,Cell,,,Annotation,Polygon,6620.2,7307.0,45.5,27.0034,0.7841,10.9737,5.3985,0.8793,0.7554,139.0013,0.1678,1.2317,0.3297,0.9019,0.6723,123.7116,0.1599,0.9244,0.1091,0.8152
224014,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs,67cfcf54-9224-4391-a470-9c98278c3a25,Cell,,,Annotation,Polygon,6708.5,7315.2,41.25,24.6789,0.8511,9.7306,5.6138,0.7985,0.8412,139.6398,0.1729,1.2262,0.3048,0.9215,0.6887,114.3218,0.1397,0.9977,0.274,0.7237
